85472,25847,59766,136345,405287,8970,48888,104695,115054,18690,140110,83417,192818,26702,147217,174121,108147,71910,38678,66078,181394,21619,24948,66612,57976,24782,360435,187256,78101,21812,89818,337880,129401,112727,40527,113901,105021,306286,181626,38900,42624,25859,98647,92505,64161,62571,70217,104298,68375,17959,93309,360840,85982,28180,70525,150716,173672,67928,257680,85364,64045,68492,383945,232320,388794,122151,186875,191662,349203,94944,144080,520048,90196,14749,345673,384726,267852,12688,103659,155741,331993,26327,163196,147162,169490,861028,130634,217855,93313,44139,615089,1294243,153315,191017,181250,288725,295049,96045,2325029,890408,2162178,220740,563761,324866,397184,504528,459067,640777,565625,158069,1526949,302589,12961,
63855302400,63855324000,63855345600,63855367200,63855388800,63855410400,63855432000,63855453600,63855475200,63855496800,63855518400,63855540000,63855561600,63855583200,63855604800,63855626400,63855648000,63855669600,63855691200,63855712800,63855734400,63855756000,63855777600,63855799200,63855820800,63855842400,63855864000,63855885600,63855907200,63855928800,63855950400,63855972000,63855993600,63856015200,63856036800,63856058400,63856080000,63856101600,63856123200,63856144800,63856166400,63856188000,63856209600,63856231200,63856252800,63856274400,63856296000,63856317600,63856339200,63856360800,63856382400,63856404000,63856425600,63856447200,63856468800,63856490400,63856512000,63856533600,63856555200,63856576800,63856598400,63856620000,63856641600,63856663200,63856684800,63856706400,63856728000,63856749600,63856771200,63856792800,63856814400,63856836000,63856857600,63856879200,63856900800,63856922400,63856944000,63856965600,63856987200,63857008800,63857030400,63857052000,63857073600,63857095200,63857116800,63857138400,63857160000,63857181600,63857203200,63857224800,63857246400,63857268000,63857289600,63857311200,63857332800,63857354400,63857376000,63857397600,63857419200,63857440800,63857462400,63857484000,63857505600,63857527200,63857548800,63857570400,63857592000,63857613600,63857635200,63857656800,63857678400,63857700000,63857721600,
52896,9874,21879,33700,47729,40286,18962,26529,49941,8391,58745,60600,78496,9083,19084,26838,45567,7590,29047,58990,26918,13076,44573,79361,36264,8896,34972,40334,20688,12978,27913,38912,32076,11839,75651,51908,52816,24713,15995,32046,29323,8478,20667,62207,42722,13080,56474,40833,35147,8087,19799,42421,20017,10141,42731,29492,26572,12172,45932,47171,24037,84611,16239,36231,25205,8050,31205,44175,76437,12592,25672,34872,26343,8614,29212,35788,85354,20633,38030,43045,31875,6649,24004,51189,40214,9620,63395,45729,38360,18580,124235,57793,134568,38011,126513,52134,72649,27348,45962,91464,86161,37065,49507,53728,55685,15263,50508,71592,84332,19331,38078,56792,2942,
51.1692,50.1461,47.6327,46.5254,43.9626,42.9809,45.0193,42.8501,47.8927,46.3143,50.9302,49.2427,47.1508,52.232,51.8866,50.427,55.3927,50.4858,53.6378,55.6327,56.9788,56.797,55.7107,54.3996,58.226,52.1994,56.9389,62.8585,65.4202,52.0935,62.6311,57.2584,59.6725,54.9917,53.8514,49.034,55.4823,46.7103,46.9253,53.026,54.2581,56.2991,56.7997,55.1407,52.8782,50.9768,47.5544,51.7832,53.961,55.0535,55.2543,53.7295,53.8761,55.8748,56.648,54.8836,57.4342,56.6223,56.1718,55.6634,57.4575,57.0775,56.1673,59.8961,59.3128,59.0307,64.0218,58.5355,56.7716,62.2703,58.5297,56.9146,58.8559,60.0265,60.5208,59.7701,61.0587,56.6472,57.0075,59.7083,59.6931,62.5214,60.3244,59.3637,57.299,60.7914,57.2645,58.3348,60.3651,60.0292,66.5532,64.2196,65.4477,81.5689,101.664,94.4833,92.2732,102.385,100.629,86.9774,83.0917,70.023,67.695,80.2815,89.2218,92.0166,85.8791,88.0617,90.412,91.9471,95.3139,105.703,97.7352,
2706644,495143,1042155,1567905,2098290,1731527,853656,1136769,2391807,388623,2991897,2984109,3701152,474423,990203,1353360,2524078,383187,1558018,3281775,1533756,742677,2483195,4317206,2111508,464366,1991267,2535336,1353413,676070,1748221,2228038,1914056,651047,4073916,2545258,2930351,1154352,750570,1699272,1591009,477304,1173879,3430136,2259063,666777,2685586,2114464,1896567,445218,1093980,2279259,1078438,566626,2420625,1618626,1526142,689207,2580084,2625696,1381105,4829384,912101,2170096,1494979,475197,1997799,2585805,4339453,784108,1502575,1984727,1550442,517068,1767934,2139054,5211607,1168801,2167996,2570144,1902717,415705,1448026,3038766,2304222,584813,3630281,2667592,2315607,1115343,8268238,3711445,8807172,3100515,12861792,4925793,6703557,2800030,4625092,7955305,7159268,2595404,3351376,4313363,4968314,1404449,4337582,6304514,7624627,1777430,3629362,6003084,287537,
63855302400,63855324000,63855345600,63855367200,63855388800,63855410400,63855432000,63855453600,63855475200,63855496800,63855518400,63855540000,63855561600,63855583200,63855604800,63855626400,63855648000,63855669600,63855691200,63855712800,63855734400,63855756000,63855777600,63855799200,63855820800,63855842400,63855864000,63855885600,63855907200,63855928800,63855950400,63855972000,63855993600,63856015200,63856036800,63856058400,63856080000,63856101600,63856123200,63856144800,63856166400,63856188000,63856209600,63856231200,63856252800,63856274400,63856296000,63856317600,63856339200,63856360800,63856382400,63856404000,63856425600,63856447200,63856468800,63856490400,63856512000,63856533600,63856555200,63856576800,63856598400,63856620000,63856641600,63856663200,63856684800,63856706400,63856728000,63856749600,63856771200,63856792800,63856814400,63856836000,63856857600,63856879200,63856900800,63856922400,63856944000,63856965600,63856987200,63857008800,63857030400,63857052000,63857073600,63857095200,63857116800,63857138400,63857160000,63857181600,63857203200,63857224800,63857246400,63857268000,63857289600,63857311200,63857332800,63857354400,63857376000,63857397600,63857419200,63857440800,63857462400,63857484000,63857505600,63857527200,63857548800,63857570400,63857592000,63857613600,63857635200,63857656800,63857678400,63857700000,63857721600,
41620,18061,46860,31076,14283,22096,17977,29489,16364,4681,8647,24322,10709,9473,11644,28602,20467,4164,19217,40329,22947,12749,33993,16771,16687,4169,8642,11238,26223,13820,20095,13812,10972,6611,73624,17862,15620,7128,8975,18230,20080,7838,15793,12608,21391,9960,14679,17758,20185,13294,7009,9165,25123,4160,25130,20595,33263,7125,42061,24420,22638,9421,10808,31229,27010,1701,12151,6678,21671,23538,18065,10984,18683,9582,35497,42700,22096,2066,6748,30141,4967,11545,11329,24799,21381,1573,25280,34990,21011,131672,406033,87995,178862,14489,35339,111190,109865,59816,71045,90196,112832,43559,56208,41192,42232,121842,56108,112287,59066,27402,132426,154472,280,
53.8378,50.7454,56.4196,42.701,51.6624,63.1202,49.5916,62.2311,41.6613,33.5768,42.5013,48.3169,49.7244,62.4666,61.052,42.3494,45.4332,40.1424,46.8013,47.2882,49.4068,49.2586,42.106,37.6508,41.458,43.4975,39.288,40.0619,35.7891,46.3546,46.0124,46.9178,46.9186,53.7595,49.1136,46.6556,44.4972,43.5553,43.9844,41.1954,39.1002,38.8722,39.7288,36.7307,35.072,31.1365,38.2248,43.3736,40.5871,42.9592,40.5119,35.4682,39.1762,37.2236,44.0343,42.4743,48.1125,44.5648,47.2736,54.3064,59.1751,48.0979,56.4907,56.4048,41.4078,39.037,38.5126,33.7588,38.4123,43.8239,44.6964,43.3593,45.5834,46.462,35.9511,31.1195,41.6756,30.4482,33.4785,32.52,30.6201,40.3477,39.9787,33.6758,37.1867,38.0534,40.1956,42.1087,41.1127,50.5991,75.4291,229.223,239.342,318.18,232.095,173.883,197.141,266.914,243.095,179.307,145.128,188,163.243,99.663,88.1418,106.103,109.817,128.866,104.208,84.0865,101.015,125.64,87.9286,
2240729,916513,2643821,1326977,737894,1394703,891509,1835132,681745,157173,367509,1175163,532499,591746,710890,1211278,929881,167153,899380,1907087,1133738,627998,1431308,631442,691809,181341,339527,450216,938497,640620,924619,648029,514791,355404,3615939,833362,695046,310462,394760,750993,785133,304680,627437,463101,750226,310120,561102,770229,819250,571099,283948,325066,984224,154850,1106581,874758,1600366,317524,1988376,1326163,1339607,453130,610552,1761465,1118426,66402,467967,225441,832433,1031526,807441,476259,851635,445199,1276156,1328801,920864,62906,225913,980184,152090,465814,452919,835127,795089,59858,1016146,1473382,863818,6662490,30626694,20170488,42809209,4610111,8202015,19334041,21658859,15965704,17270685,16172798,16375081,8189097,9175582,4105318,3722406,12927776,6161639,14470000,6155158,2304138,13377078,19407858,24620,
63855302400,63855324000,63855345600,63855367200,63855388800,63855410400,63855432000,63855453600,63855475200,63855496800,63855518400,63855540000,63855561600,63855583200,63855604800,63855626400,63855648000,63855669600,63855691200,63855712800,63855734400,63855756000,63855777600,63855799200,63855820800,63855842400,63855864000,63855885600,63855907200,63855928800,63855950400,63855972000,63855993600,63856015200,63856036800,63856058400,63856080000,63856101600,63856123200,63856144800,63856166400,63856188000,63856209600,63856231200,63856252800,63856274400,63856296000,63856317600,63856339200,63856360800,63856382400,63856404000,63856425600,63856447200,63856468800,63856490400,63856512000,63856533600,63856555200,63856576800,63856598400,63856620000,63856641600,63856663200,63856684800,63856706400,63856728000,63856749600,63856771200,63856792800,63856814400,63856836000,63856857600,63856879200,63856900800,63856922400,63856944000,63856965600,63856987200,63857008800,63857030400,63857052000,63857073600,63857095200,63857116800,63857138400,63857160000,63857181600,63857203200,63857224800,63857246400,63857268000,63857289600,63857311200,63857332800,63857354400,63857376000,63857397600,63857419200,63857440800,63857462400,63857484000,63857505600,63857527200,63857548800,63857570400,63857592000,63857613600,63857635200,63857656800,63857678400,63857700000,63857721600,
82969,40242,90086,77549,106872,28798,84248,87426,102753,26623,95971,130268,114818,22471,65459,76154,95976,18081,73413,97850,78953,20700,60975,80617,99187,51224,67848,76423,79579,29781,85684,112433,113737,38006,83548,77832,84556,34174,85273,81456,101916,22495,67311,126799,109077,32246,81401,98740,85625,21569,88718,86211,96868,36921,106962,98311,107142,36552,99030,115795,79709,26220,67051,94466,102622,42872,81681,144927,113856,27371,61991,105912,105401,32913,69377,156371,122890,24099,102866,90473,96771,57116,105472,129920,99999,60784,92765,110095,120020,40546,113722,114605,108158,36996,113412,158371,140626,60639,98543,107349,111878,46898,80519,190023,111266,45193,75005,145533,122619,34532,106579,127308,9803,
66.8869,67.012,68.9138,67.7593,64.788,64.6154,64.2611,67.3217,67.9805,70.0966,69.6332,64.8566,61.1741,61.1187,59.0267,59.2296,63.4293,66.4387,61.67,67.0622,61.2672,57.6435,60.7452,65.4412,65.2667,64.7093,65.8045,63.8099,64.2478,61.7438,63.7486,62.403,70.1942,70.4167,66.8777,69.8952,68.1169,67.1119,67.174,68.4621,67.2623,66.0485,67.1816,70.4054,77.7858,76.7765,77.0984,83.7622,70.8114,71.5374,79.558,74.6899,66.4463,67.427,70.3603,74.0403,74.1715,66.2033,66.4579,66.6381,69.1471,66.7057,71.3739,70.5995,69.2891,68.6097,65.9491,67.9863,71.6907,71.48,71.9196,72.4676,71.5885,69.4051,68.9257,69.5593,70.2652,69.5399,69.4419,68.1979,68.3446,69.9346,75.8332,75.9828,75.8786,81.0314,78.8467,73.7003,70.2602,65.0791,76.4805,70.8584,71.8277,71.0678,71.0765,77.4628,75.8397,73.1476,76.699,73.8104,78.6449,80.5683,78.6177,76.8826,74.4883,72.3762,77.5726,76.4826,71.311,69.8445,71.9883,73.0062,70.1051,
5549543,2696697,6208172,5254665,6924019,1860795,5413869,5885663,6985204,1866182,6682765,8448740,7023884,1373398,3863828,4510568,6087688,1201278,4527382,6562037,4837230,1193220,3703940,5275671,6473609,3314667,4464702,4876544,5112777,1838791,5462237,7016157,7983679,2676257,5587497,5440080,5759693,2293481,5728131,5576651,6855105,1485761,4522063,8927328,8484647,2475736,6275884,8270677,6063227,1542991,7058229,6439094,6436520,2489472,7525881,7278975,7946888,2419862,6581327,7716355,5511649,1749024,4785690,6669256,7110586,2941435,5386789,9853051,8162415,1956480,4458368,7675188,7545496,2284330,4781856,10877060,8634886,1675841,7143207,6170067,6613777,3994383,7998279,9871681,7587785,4925414,7314216,8114033,8432628,2638697,8697521,8120730,7768740,2629223,8060933,12267854,10665030,4435596,7558149,7923468,8798639,3778492,6330220,14609471,8288019,3270897,5818333,11130747,8744083,2411870,7672440,9294274,687240,
63855302400,63855324000,63855345600,63855367200,63855388800,63855410400,63855432000,63855453600,63855475200,63855496800,63855518400,63855540000,63855561600,63855583200,63855604800,63855626400,63855648000,63855669600,63855691200,63855712800,63855734400,63855756000,63855777600,63855799200,63855820800,63855842400,63855864000,63855885600,63855907200,63855928800,63855950400,63855972000,63855993600,63856015200,63856036800,63856058400,63856080000,63856101600,63856123200,63856144800,63856166400,63856188000,63856209600,63856231200,63856252800,63856274400,63856296000,63856317600,63856339200,63856360800,63856382400,63856404000,63856425600,63856447200,63856468800,63856490400,63856512000,63856533600,63856555200,63856576800,63856598400,63856620000,63856641600,63856663200,63856684800,63856706400,63856728000,63856749600,63856771200,63856792800,63856814400,63856836000,63856857600,63856879200,63856900800,63856922400,63856944000,63856965600,63856987200,63857008800,63857030400,63857052000,63857073600,63857095200,63857116800,63857138400,63857160000,63857181600,63857203200,63857224800,63857246400,63857268000,63857289600,63857311200,63857332800,63857354400,63857376000,63857397600,63857419200,63857440800,63857462400,63857484000,63857505600,63857527200,63857548800,63857570400,63857592000,63857613600,63857635200,63857656800,63857678400,63857700000,63857721600,
13111,7237,13931,15108,16421,8644,10928,13742,19476,5057,8122,16089,22859,5067,20250,18171,17421,3791,9352,17438,16302,11453,9898,15796,14668,9138,12304,16598,13260,4515,16285,18483,18753,24151,7948,13966,22880,6542,10278,18440,16776,8398,8797,19774,18419,5695,8119,19240,12773,2987,8175,18700,14150,5524,7528,13195,20250,13550,11200,22822,14970,5974,12976,23284,17709,6749,11371,35295,21817,4685,11875,18051,23980,7523,17358,19244,26548,7189,9349,17553,12917,5530,11359,17563,19630,5998,17737,23698,20274,5692,20288,60236,33230,9662,23160,26176,22645,4323,20408,18433,27990,6241,13019,12457,15858,8993,15652,16826,19376,12478,19420,15961,2954,
36.671,36.4683,35.5226,35.3472,34.3763,39.3319,34.148,35.3089,36.5229,37.5325,33.4644,34.2826,45.9551,44.5025,38.8903,38.5317,38.7978,38.211,38.1207,35.5979,34.0812,37.4471,34.7214,33.7011,33.6302,34.6295,46.4501,44.335,67.6338,38.1422,35.9488,32.7059,33.2224,56.2963,38.5491,45.9583,41.2338,46.7771,44.3735,43.5514,40.9312,44.8628,47.8672,49.0511,46.098,38.0179,38.0996,45.7683,36.0965,40.4048,46.7518,55.5673,53.5134,39.9783,41.7629,46.7779,48.9344,43.9711,44.0124,37.6048,37.0667,40.0874,36.8266,39.4778,38.8422,36.2617,37.8622,38.675,35.2373,28.835,29.7448,29.9109,32.6362,31.0431,40.7141,45.3701,38.8015,37.1651,42.2083,39.8626,39.2018,40.5221,42.0488,40.5999,39.4152,39,38.3669,38.892,39.5248,39.0522,40.5742,50.1462,65.6021,40.6654,68.837,52.1781,60.0429,56.5367,83.5995,50.3809,51.3282,59.2633,61.2745,53.0142,40.1635,33.7381,51.5815,41.505,37.3206,39.2374,40.6775,41.0386,38.5728,
480793,263921,494866,534026,564493,339985,373169,485215,711320,189802,271798,551572,1050488,225494,787529,700159,675896,144858,356505,620756,555592,428882,343672,532342,493288,316444,571522,735873,896824,172212,585427,604503,623019,1359612,306388,641854,943429,306016,456071,803088,686661,376758,421088,969936,849079,216512,309331,880583,461060,120689,382196,1039108,757215,220840,314391,617235,990922,595809,492939,858216,554888,239482,477862,919202,687856,244730,430531,1365034,768773,135092,353220,539921,782617,233537,706716,873103,1030101,267180,394605,699708,506370,224087,477632,713056,773721,233922,680513,921662,801325,222285,823169,3020609,2179958,392909,1594266,1365815,1359671,244408,1706099,928671,1436677,369862,797733,660398,636912,303407,807354,698363,723124,489604,789958,655017,113944,
63855302400,63855324000,63855345600,63855367200,63855388800,63855410400,63855432000,63855453600,63855475200,63855496800,63855518400,63855540000,63855561600,63855583200,63855604800,63855626400,63855648000,63855669600,63855691200,63855712800,63855734400,63855756000,63855777600,63855799200,63855820800,63855842400,63855864000,63855885600,63855907200,63855928800,63855950400,63855972000,63855993600,63856015200,63856036800,63856058400,63856080000,63856101600,63856123200,63856144800,63856166400,63856188000,63856209600,63856231200,63856252800,63856274400,63856296000,63856317600,63856339200,63856360800,63856382400,63856404000,63856425600,63856447200,63856468800,63856490400,63856512000,63856533600,63856555200,63856576800,63856598400,63856620000,63856641600,63856663200,63856684800,63856706400,63856728000,63856749600,63856771200,63856792800,63856814400,63856836000,63856857600,63856879200,63856900800,63856922400,63856944000,63856965600,63856987200,63857008800,63857030400,63857052000,63857073600,63857095200,63857116800,63857138400,63857160000,63857181600,63857203200,63857224800,63857246400,63857268000,63857289600,63857311200,63857332800,63857354400,63857376000,63857397600,63857419200,63857440800,63857462400,63857484000,63857505600,63857527200,63857548800,63857570400,63857592000,63857613600,63857635200,63857656800,63857678400,63857700000,63857721600,
10802,11448,13145,17952,18454,3527,11240,10597,10898,4819,8068,14371,14731,5781,9945,22158,11366,6633,8118,13859,12803,4106,6090,8454,10643,3628,13726,15000,17844,2787,8706,29640,16187,6001,6673,12030,15226,3593,11892,9804,8337,1622,8250,15942,13012,3467,11763,14079,9939,2591,8488,26314,15227,6745,17813,11819,9203,6777,13018,30358,13350,6562,11437,26773,18142,3307,16786,20452,18445,4415,7346,11925,11092,4543,9881,20613,25176,1812,19996,16796,8765,2025,7769,51709,12879,18318,9285,19061,11583,5536,15926,21496,18007,8371,21326,29886,50716,7556,10219,24714,11744,9956,14724,11292,20513,8818,13450,12019,31815,10156,21880,17213,888,
46.5118,45.6767,45.1498,46.2182,45.354,44.6331,43.1305,43.7591,45.8508,47.4881,45.3654,46.4968,51.1088,47.2823,48.8212,53.4158,51.0306,50.3184,49.3023,50.4144,50.6664,50.3514,50.0406,50.9481,50.8717,51.0369,53.0674,51.171,51.4431,49,49.4372,52.348,48.0099,47.8095,47.1215,44.3943,44.2165,41.6424,42.9786,43.022,39.1595,29.1782,33.1436,30.971,32.0274,30.1491,34.3103,34.245,36.6375,37.9595,43.7078,53.0836,47.3308,48.7294,50.7732,56.2197,53.3643,51.4034,57.6736,51.424,52.8674,48.0579,63.5855,61.9307,67.9683,55,52.3264,50.1221,52.3924,49.6005,52.1508,51.4219,53.5371,52.6038,52.8156,54.6678,60.3064,55.6948,63.1037,59.8123,56.5149,57.361,56.1966,54.7968,51.5101,59.0585,52.9549,51.9567,49.3739,49.9155,53.5791,54.3601,57.5349,64.6055,56.9102,53.4346,65.1002,48.4798,57.4252,281.139,74.7789,59.285,75.8178,71.0494,61.0486,58.7392,57.11,52.2841,53.3266,53.3904,52.4849,53.2203,53.3514,
